crop_name,temparature,humidity,moisture,soil_type,nitrogen,potassium,phosphorous
Sugarcane,31.91,64.57,48.22,Sandy,16,19,9
Cotton,29.26,60.97,49.42,Red,25,0,21
Wheat,26.27,51.6,34.24,Sandy,8,7,25
Pulses,32.53,56.56,54.29,Clayey,26,0,16
Barley,25.72,53.66,21.91,Red,6,10,31
Maize,28.01,42.25,31.47,Black,6,15,23
Tobacco,34.74,68.72,29.09,Loamy,40,2,0
Millets,22.55,43.39,55.77,Sandy,4,0,12
Paddy,34.51,66.37,51.86,Black,35,4,0
Wheat,38.69,71.21,50.84,Loamy,8,18,8
Wheat,30.33,52.42,35.68,Sandy,22,0,13
Wheat,28.97,59.55,36.01,Sandy,8,11,18
Maize,35.45,70.4,26.6,Loamy,39,0,2
Sugarcane,31.27,70.01,49.6,Red,10,16,23
Wheat,23.79,63.74,20.0,Red,7,9,31
Millets,31.04,45.07,31.17,Clayey,9,4,17
Pulses,28.78,47.92,40.88,Clayey,16,12,14
Pulses,35.87,54.52,43.39,Loamy,17,3,37
Tobacco,29.98,45.13,41.6,Loamy,11,18,15
Oil seeds,31.61,65.58,41.29,Loamy,28,0,18
Pulses,36.29,68.59,62.11,Sandy,37,0,0
Paddy,31.74,64.98,31.38,Loamy,41,4,0
Maize,24.78,60.16,32.61,Sandy,38,4,0
Maize,32.21,54.41,61.25,Clayey,15,0,13
Cotton,39.02,65.96,31.19,Sandy,10,10,30
Barley,27.01,57.18,41.37,Clayey,38,2,0
Ground Nuts,25.91,59.25,20.86,Clayey,37,2,3
Cotton,29.51,57.2,41.79,Loamy,40,3,4
Maize,26.13,52.53,60.62,Sandy,9,9,33
Sugarcane,30.54,60.14,32.76,Clayey,26,0,26
Maize,31.78,66.16,38.27,Clayey,23,0,22
Paddy,22.1,52.62,42.41,Black,24,0,19
Pulses,28.89,52.69,65.95,Clayey,8,0,5
Wheat,23.98,55.96,30.85,Red,7,19,11
Sugarcane,35.61,66.92,54.5,Clayey,44,0,0
Cotton,30.52,54.37,41.46,Loamy,7,19,17
Cotton,31.74,53.09,66.97,Sandy,13,8,28
Paddy,29.78,73.97,57.26,Sandy,11,0,42
Paddy,32.94,74.58,61.13,Clayey,40,0,3
Cotton,38.5,58.84,52.22,Black,17,2,37
Paddy,40.0,77.51,44.13,Black,14,0,44
Sugarcane,31.51,69.17,49.11,Red,2,6,33
Maize,31.94,71.92,36.07,Black,11,0,43
Millets,36.44,61.1,60.46,Red,12,4,38
Maize,31.24,49.93,37.99,Black,46,3,4
Oil seeds,37.02,71.06,58.82,Sandy,7,9,28
Ground Nuts,37.22,61.58,47.35,Loamy,43,2,0
Ground Nuts,32.45,68.21,21.16,Sandy,7,21,18
Maize,38.94,73.94,64.07,Red,12,0,12
Sugarcane,32.45,52.61,41.79,Loamy,13,9,22
Tobacco,27.9,61.55,43.02,Loamy,40,0,0
Barley,32.41,66.99,33.52,Red,26,0,17
Wheat,37.99,74.34,48.62,Clayey,13,9,12
Cotton,25.88,57.09,44.64,Clayey,10,14,17
Oil seeds,30.87,56.76,45.95,Sandy,42,2,0
Barley,28.55,43.74,27.1,Clayey,36,4,0
Pulses,31.83,58.92,38.28,Clayey,6,17,11
Tobacco,25.38,60.27,32.65,Black,21,1,21
Paddy,33.48,78.42,32.25,Clayey,13,0,39
Oil seeds,30.79,61.19,66.13,Loamy,8,2,10
Paddy,38.37,71.47,41.35,Red,42,0,0
Sugarcane,38.52,65.09,55.29,Black,37,0,1
Maize,32.42,57.29,59.35,Red,36,0,0
Maize,33.54,62.45,27.73,Black,10,0,38
Sugarcane,22.94,55.21,33.2,Black,21,0,26
Ground Nuts,34.64,54.07,30.24,Red,36,0,4
Oil seeds,27.18,54.31,58.77,Black,10,1,12
Millets,36.75,74.17,53.07,Black,42,4,0
Pulses,25.18,55.87,41.76,Sandy,16,0,39
Millets,35.59,76.91,52.53,Clayey,15,3,41
Pulses,28.46,53.05,34.92,Red,26,3,27
Pulses,23.72,61.19,42.73,Red,38,0,4
Cotton,38.08,63.07,27.4,Black,10,0,40
Ground Nuts,32.68,69.24,30.61,Loamy,25,0,23
Millets,27.23,45.13,46.5,Red,9,22,11
Tobacco,25.56,62.96,24.11,Clayey,41,0,0
Wheat,23.23,56.75,26.54,Clayey,14,0,3
Sugarcane,32.08,56.04,57.99,Sandy,4,10,32
Tobacco,33.03,57.81,20.71,Black,8,5,26
Oil seeds,28.27,61.15,25.82,Sandy,6,6,34
Cotton,25.2,60.8,40.83,Black,17,2,39
Paddy,32.37,57.03,65.34,Loamy,34,1,2
Sugarcane,32.77,65.31,56.5,Loamy,21,0,23
Pulses,27.51,61.14,61.53,Loamy,8,0,39
Barley,36.35,64.04,65.28,Black,5,9,27
Ground Nuts,20.36,57.7,38.39,Red,25,0,18
Millets,33.04,52.2,21.85,Clayey,7,15,18
Barley,35.94,62.93,28.98,Red,3,6,26
Tobacco,25.69,61.45,23.95,Black,37,0,0
Ground Nuts,27.55,59.01,28.77,Loamy,36,2,4
Ground Nuts,38.84,74.14,70.0,Loamy,12,2,38
Sugarcane,32.3,62.68,41.53,Clayey,11,2,10
Barley,34.98,76.76,43.81,Loamy,35,3,0
Pulses,25.16,56.14,61.08,Red,12,1,35
Barley,38.09,65.45,47.28,Loamy,7,14,14
Pulses,37.0,70.38,34.26,Loamy,18,0,15
Cotton,32.35,63.44,24.13,Red,41,4,0
Pulses,32.28,67.55,49.48,Red,24,0,22
Ground Nuts,34.57,53.65,30.56,Sandy,25,0,24
Cotton,32.83,60.9,30.93,Loamy,8,9,25
Tobacco,31.17,67.47,56.61,Loamy,12,0,7
Wheat,35.93,63.52,47.76,Clayey,20,0,16
Oil seeds,35.88,65.43,51.08,Clayey,11,15,10
Ground Nuts,23.9,50.65,40.95,Red,40,0,4
Millets,32.3,58.56,36.13,Sandy,25,2,20
Pulses,29.21,68.29,33.86,Black,6,16,17
Oil seeds,34.78,74.96,23.1,Black,8,0,32
Oil seeds,33.65,59.37,58.73,Sandy,39,0,0
Cotton,28.58,62.64,30.24,Sandy,13,1,14
Maize,30.6,46.79,28.45,Red,8,0,6
Pulses,31.13,61.96,56.93,Clayey,12,3,31
Pulses,35.66,64.66,38.16,Loamy,12,4,16
Barley,38.02,73.39,34.53,Black,40,0,0
Tobacco,26.7,42.56,25.82,Red,9,11,17
Ground Nuts,30.06,56.63,49.63,Clayey,9,0,12
Cotton,32.38,67.07,45.41,Clayey,44,0,0
Millets,30.11,55.41,33.96,Loamy,24,0,19
Paddy,40.0,66.23,24.12,Black,8,0,14
Cotton,28.18,56.88,55.26,Red,23,4,18
Cotton,28.93,52.02,34.13,Black,10,0,32
Ground Nuts,32.94,60.02,33.0,Black,7,10,25
Millets,30.05,71.84,55.66,Black,1,10,28
Tobacco,30.5,66.54,39.44,Clayey,10,0,12
Ground Nuts,36.14,63.53,29.95,Red,16,0,37
Sugarcane,29.07,58.16,32.93,Clayey,15,0,42
Sugarcane,34.84,63.19,45.19,Red,38,1,2
Millets,34.61,67.29,36.72,Loamy,37,4,0
Maize,26.2,53.65,56.71,Sandy,36,3,0
Wheat,33.91,63.82,41.45,Black,12,0,10
Wheat,34.79,61.91,46.9,Clayey,38,2,0
Millets,26.74,57.16,20.0,Clayey,37,0,4
Millets,32.91,56.48,45.87,Black,4,0,18
Cotton,24.06,65.78,58.11,Red,14,3,6
Paddy,33.94,69.64,41.55,Loamy,10,3,29
Pulses,27.16,54.78,41.9,Black,17,2,32
Sugarcane,35.04,69.13,59.45,Black,14,14,13
Pulses,26.78,53.14,37.57,Black,24,0,21
Pulses,26.4,65.11,55.15,Black,3,9,37
Cotton,30.74,54.35,61.21,Sandy,16,0,8
Sugarcane,36.75,59.8,37.97,Black,21,0,23
Pulses,25.11,48.12,62.98,Loamy,15,4,30
Pulses,38.91,64.93,39.42,Sandy,38,2,1
Pulses,26.05,58.12,35.26,Black,28,4,20
Maize,34.2,64.85,39.67,Clayey,13,0,36
Oil seeds,28.76,50.58,38.28,Loamy,35,3,1
Barley,34.06,71.7,43.15,Red,12,12,28
Ground Nuts,26.51,56.57,20.0,Sandy,11,13,27
Maize,21.36,56.53,34.78,Black,3,15,24
Paddy,28.11,45.27,48.25,Sandy,7,8,24
Pulses,22.72,44.19,24.65,Black,38,0,3
Millets,22.54,52.75,31.79,Red,21,3,18
Cotton,24.5,42.83,57.23,Loamy,24,0,22
Ground Nuts,34.26,72.48,43.81,Clayey,14,19,23
Ground Nuts,36.19,77.04,57.3,Black,13,1,39
Maize,21.14,58.75,31.2,Loamy,14,0,13
Millets,24.28,50.9,34.64,Loamy,14,0,36
Millets,25.06,56.22,22.4,Sandy,18,0,43
Barley,30.21,50.79,37.79,Clayey,5,1,16
Tobacco,30.32,58.2,37.68,Loamy,37,0,1
Ground Nuts,35.17,60.97,34.42,Black,8,0,33
Barley,29.63,58.39,64.42,Sandy,8,1,11
Millets,31.41,50.97,45.98,Sandy,38,0,0
Tobacco,34.17,71.47,70.0,Loamy,15,0,37
Tobacco,38.62,65.2,36.37,Sandy,37,1,3
Sugarcane,32.84,66.47,69.01,Red,12,5,35
Maize,30.87,74.24,62.38,Clayey,7,16,9
Sugarcane,26.02,52.58,39.77,Red,41,0,3
Wheat,31.0,64.07,51.2,Black,13,3,11
Pulses,30.47,58.88,38.22,Red,20,2,18
Millets,30.33,54.91,37.16,Black,36,0,0
Wheat,24.62,63.54,33.9,Loamy,43,0,0
Cotton,34.5,61.62,61.48,Red,6,11,29
Sugarcane,34.45,61.44,70.0,Red,13,12,24
Barley,28.91,60.07,39.93,Black,34,0,3
Oil seeds,31.57,53.14,20.33,Sandy,41,4,2
Millets,26.19,63.76,35.68,Red,32,0,0
Millets,25.14,48.37,28.64,Black,8,6,14
Maize,38.41,74.99,25.39,Black,9,0,36
Millets,29.57,70.26,37.15,Red,12,0,37
Oil seeds,33.72,54.21,47.29,Red,24,0,18
Pulses,33.3,57.9,57.26,Black,13,1,39
Wheat,29.6,58.3,44.4,Clayey,36,3,0
Sugarcane,27.83,60.88,29.59,Red,40,2,3
Millets,24.31,49.48,27.55,Red,17,0,39
Cotton,31.77,46.28,45.72,Red,35,1,0
Barley,28.65,59.24,40.45,Clayey,10,13,22
Cotton,30.23,72.24,57.55,Red,9,13,29
Paddy,23.86,56.94,45.96,Black,17,4,10
Cotton,24.03,59.41,55.3,Sandy,0,15,10
Ground Nuts,32.86,54.42,41.19,Red,22,4,22
Barley,31.58,60.79,41.51,Sandy,1,13,13
Tobacco,29.38,67.36,40.79,Black,5,11,17
Maize,34.45,66.86,35.97,Black,45,0,0
Tobacco,29.34,42.41,44.03,Clayey,22,0,18
Pulses,40.0,62.24,42.28,Loamy,14,1,18
Ground Nuts,31.51,63.07,38.77,Loamy,23,1,13
Sugarcane,27.67,45.92,36.55,Loamy,32,1,0
Ground Nuts,28.12,45.77,43.16,Sandy,44,1,0
Maize,30.04,45.43,37.77,Black,19,4,21
Wheat,28.79,73.96,35.13,Clayey,16,3,42
Maize,31.74,63.18,24.75,Loamy,11,13,16
Wheat,36.76,59.74,39.36,Black,22,1,20
Pulses,26.29,47.4,68.32,Black,6,0,7
Sugarcane,25.37,50.94,25.52,Black,3,14,20
Barley,25.49,59.63,68.9,Red,8,0,42
Pulses,28.88,55.01,36.26,Red,39,0,0
Oil seeds,34.53,58.86,52.25,Black,18,3,41
Sugarcane,29.73,44.95,36.64,Clayey,10,0,38
Ground Nuts,30.05,59.14,39.13,Red,17,0,43
Oil seeds,30.67,61.01,35.65,Clayey,41,2,0
Sugarcane,24.3,53.62,60.71,Clayey,9,2,35
Wheat,37.7,56.61,57.93,Loamy,27,0,15
Ground Nuts,27.09,48.1,39.39,Clayey,9,11,21
Sugarcane,28.02,43.47,37.43,Black,33,0,2
Millets,34.62,64.2,39.87,Sandy,21,1,19
Millets,33.0,72.49,26.85,Loamy,11,3,36
Wheat,37.48,74.71,50.16,Sandy,33,0,2
Paddy,40.0,80.0,55.43,Clayey,42,4,0
Sugarcane,33.47,62.71,36.43,Loamy,17,0,39
Pulses,24.91,47.48,32.77,Black,17,0,21
Maize,30.89,57.6,53.41,Sandy,41,1,0
Tobacco,25.22,53.11,39.07,Red,24,0,14
Sugarcane,30.68,66.46,37.19,Red,17,0,38
Millets,27.33,64.51,61.53,Sandy,12,11,32
Ground Nuts,29.96,54.53,67.99,Black,13,4,6
Sugarcane,32.99,50.56,44.4,Clayey,4,15,14
Oil seeds,36.5,76.58,69.11,Sandy,15,0,41
Paddy,24.59,51.79,70.0,Black,9,3,8
Wheat,28.14,64.83,42.85,Loamy,14,0,7
Millets,31.92,57.22,51.32,Black,18,4,17
Oil seeds,36.21,57.4,64.18,Black,34,0,1
Paddy,29.54,58.68,37.33,Black,27,0,20
Sugarcane,37.62,54.26,47.98,Red,8,0,8
Cotton,23.0,53.85,26.32,Clayey,11,1,12
Paddy,33.55,58.99,28.88,Loamy,33,3,0
Barley,25.2,54.36,56.57,Black,5,16,13
Millets,28.1,57.31,69.25,Sandy,40,0,0
Oil seeds,26.32,61.03,28.0,Black,7,9,32
Barley,36.26,72.92,70.0,Red,11,4,28
Cotton,36.08,67.07,39.77,Loamy,4,7,26
Ground Nuts,26.61,51.72,36.01,Red,45,0,0
Paddy,22.55,57.45,46.58,Red,24,1,24
Wheat,35.44,68.66,47.39,Loamy,13,20,20
Sugarcane,31.47,64.11,65.21,Black,13,3,28
Sugarcane,23.45,48.04,34.71,Loamy,33,4,1
Cotton,32.95,47.81,36.46,Sandy,11,5,26
Tobacco,35.89,69.26,56.39,Sandy,19,0,23
Sugarcane,32.33,75.18,40.55,Black,14,19,23
Tobacco,38.98,58.36,50.55,Red,16,0,42
Pulses,33.44,62.95,26.99,Clayey,27,0,19
Maize,25.0,43.01,70.0,Sandy,38,0,3
Tobacco,29.95,70.97,49.89,Loamy,24,0,27
Cotton,28.47,63.69,51.32,Black,8,0,8
Tobacco,37.78,67.61,42.9,Loamy,37,0,0
Ground Nuts,20.85,59.67,27.39,Black,15,9,6
Paddy,34.47,55.91,64.25,Loamy,9,8,25
Paddy,22.37,49.0,70.0,Red,40,1,0
Oil seeds,22.29,47.57,66.46,Sandy,11,0,12
Millets,25.06,59.78,44.6,Clayey,36,0,0
Pulses,30.44,62.39,67.03,Black,22,2,19
Cotton,24.39,43.91,36.11,Red,18,0,21
Cotton,36.89,69.58,42.28,Sandy,37,0,0
Wheat,30.22,50.85,59.57,Clayey,5,5,34
Oil seeds,36.69,78.73,43.49,Red,35,0,3
Tobacco,29.5,42.7,52.43,Loamy,21,0,21
Wheat,36.74,61.86,29.3,Clayey,38,2,0
Millets,29.86,61.53,51.88,Loamy,33,2,0
Wheat,26.18,44.54,66.14,Loamy,8,0,17
Tobacco,24.23,54.33,34.93,Sandy,5,10,28
Pulses,25.05,64.63,47.88,Loamy,10,3,6
Oil seeds,29.0,57.95,20.71,Red,12,16,11
Oil seeds,39.5,59.87,52.35,Black,11,1,36
Maize,27.46,66.87,26.04,Loamy,6,11,34
Paddy,31.41,56.68,46.38,Loamy,10,15,17
Tobacco,26.18,54.54,46.83,Sandy,37,1,0
Oil seeds,31.52,51.09,41.27,Loamy,38,0,4
Oil seeds,35.22,76.59,24.21,Loamy,10,1,39
Pulses,37.69,54.05,40.24,Loamy,19,0,45
Wheat,27.77,54.61,46.77,Loamy,12,3,32
Sugarcane,32.86,65.21,45.16,Sandy,26,0,21
Paddy,28.3,60.42,55.44,Sandy,11,13,17
Tobacco,34.98,64.48,51.57,Clayey,12,0,37
Cotton,39.31,59.72,40.8,Red,42,3,0
Wheat,27.41,48.69,52.62,Black,11,3,33
Cotton,29.89,59.26,51.55,Sandy,15,0,12
Pulses,34.05,71.7,24.22,Clayey,26,0,18
Sugarcane,23.91,43.52,39.54,Black,34,2,0
Cotton,32.24,49.43,40.27,Black,36,0,0
Pulses,36.98,53.44,24.52,Clayey,13,2,37
Oil seeds,30.83,50.49,61.71,Black,18,4,36
Cotton,27.06,51.39,53.38,Clayey,9,0,37
Wheat,38.7,65.81,23.13,Loamy,6,0,34
Ground Nuts,30.9,55.65,30.7,Loamy,11,6,11
Maize,27.98,46.24,47.68,Loamy,21,0,24
Cotton,38.27,60.33,37.69,Sandy,9,4,16
Tobacco,28.07,52.91,43.54,Red,8,13,16
Ground Nuts,38.99,59.31,46.91,Clayey,2,15,20
Cotton,35.18,73.86,61.58,Black,12,0,14
Tobacco,29.63,51.13,59.87,Sandy,4,12,36
Barley,26.44,66.93,58.88,Clayey,17,0,38
Pulses,32.97,76.36,35.98,Red,10,0,18
Wheat,32.59,52.77,67.32,Sandy,14,0,38
Paddy,40.0,61.28,57.03,Clayey,9,8,24
Barley,35.08,60.37,45.69,Loamy,22,1,26
Cotton,33.46,60.65,34.68,Red,17,0,7
Millets,32.95,66.06,24.22,Red,19,0,21
Cotton,27.46,63.08,52.97,Black,11,0,12
Ground Nuts,40.0,56.21,37.48,Sandy,10,1,37
Wheat,30.85,53.02,26.39,Sandy,12,2,27
Millets,24.58,43.05,67.17,Clayey,40,3,2
Paddy,32.99,64.5,30.16,Red,10,0,32
Pulses,24.83,48.37,49.51,Sandy,9,3,39
Paddy,30.82,56.4,56.14,Red,5,13,15
Maize,33.65,64.1,41.88,Loamy,12,2,34
Ground Nuts,27.99,52.83,35.74,Loamy,11,12,21
Barley,22.87,44.91,24.78,Loamy,19,14,13
Sugarcane,29.95,68.13,38.6,Red,21,0,15
Ground Nuts,39.25,76.98,28.94,Clayey,12,0,37
Tobacco,29.82,66.85,23.96,Loamy,9,20,12
Tobacco,26.66,63.18,32.47,Sandy,42,4,0
Tobacco,30.12,47.45,64.3,Loamy,36,4,0
Ground Nuts,28.82,53.22,38.74,Clayey,26,1,17
Paddy,23.42,54.77,33.63,Black,39,0,4
Ground Nuts,28.45,62.42,52.98,Black,17,0,37
Wheat,24.76,58.45,38.36,Sandy,11,0,15
Paddy,31.65,56.41,30.22,Red,19,3,27
Wheat,23.2,46.23,65.9,Red,39,4,4
Oil seeds,33.52,60.5,52.77,Red,13,13,11
Cotton,31.19,51.5,20.0,Loamy,13,8,28
Wheat,27.52,51.39,46.96,Black,40,2,4
Tobacco,30.46,57.09,32.66,Sandy,6,17,21
Pulses,34.36,64.55,38.08,Sandy,25,1,19
Tobacco,32.14,57.35,49.7,Loamy,19,1,36
Pulses,36.81,60.97,46.15,Black,10,21,23
Pulses,30.15,59.21,25.04,Loamy,20,3,16
Sugarcane,29.77,63.09,47.01,Red,21,1,17
Pulses,30.24,51.96,38.03,Black,36,0,3
Pulses,24.97,47.28,41.8,Black,3,17,19
Maize,26.34,61.87,22.93,Red,15,0,16
Millets,37.17,73.45,62.33,Black,9,1,41
Paddy,29.78,65.45,39.96,Loamy,9,3,39
Tobacco,30.05,61.94,57.63,Red,5,9,33
Ground Nuts,23.59,54.55,43.39,Sandy,40,1,4
Wheat,22.2,55.19,60.43,Black,8,0,5
Cotton,29.33,58.97,42.02,Loamy,11,4,46
Wheat,28.33,61.2,58.57,Red,11,4,18
Maize,34.24,61.19,31.95,Sandy,20,3,16
Oil seeds,29.04,73.52,60.4,Clayey,4,3,15
Pulses,32.64,52.05,29.73,Sandy,15,3,38
Paddy,38.51,72.73,54.65,Sandy,39,0,3
Tobacco,26.36,58.22,35.11,Loamy,37,2,3
Maize,26.86,60.39,30.72,Clayey,34,0,0
Tobacco,28.96,54.55,40.7,Black,12,0,18
Cotton,31.35,64.03,52.01,Black,17,0,39
Sugarcane,20.03,52.64,70.0,Sandy,13,0,13
Barley,37.86,61.26,47.91,Loamy,15,14,14
Pulses,34.3,73.98,23.5,Sandy,8,0,34
Ground Nuts,28.75,65.85,40.56,Sandy,20,0,13
Wheat,34.35,68.28,37.3,Loamy,45,0,2
Oil seeds,29.5,58.68,59.82,Sandy,3,10,37
Barley,23.09,47.76,36.04,Red,37,2,0
Maize,31.45,59.17,41.86,Sandy,9,8,31
Wheat,29.76,68.21,44.33,Sandy,8,12,10
Cotton,23.9,52.22,35.06,Black,13,0,4
Wheat,31.65,58.98,60.38,Loamy,19,0,23
Barley,32.72,68.34,67.2,Red,14,0,37
Tobacco,39.16,69.41,37.45,Red,17,0,40
Sugarcane,30.58,57.79,62.55,Loamy,12,4,38
Wheat,24.24,61.14,60.21,Red,10,0,10
Paddy,36.13,58.84,40.14,Clayey,19,0,20
Paddy,33.8,67.31,32.57,Clayey,9,19,18
Tobacco,22.83,48.52,61.42,Black,13,0,12
Oil seeds,27.46,63.46,32.44,Sandy,2,14,20
Millets,23.99,49.61,27.08,Red,11,2,8
Oil seeds,32.35,69.35,54.59,Red,13,8,35
Millets,32.05,53.97,35.02,Loamy,41,0,0
Ground Nuts,23.89,51.43,32.44,Clayey,38,2,0
Pulses,25.23,47.76,41.74,Black,23,1,23
Tobacco,25.04,45.85,51.39,Loamy,27,0,17
Ground Nuts,22.58,47.54,39.32,Red,34,0,3
Maize,30.78,72.03,70.0,Sandy,26,2,24
Paddy,28.14,44.5,35.74,Red,34,3,0
Ground Nuts,36.75,61.32,50.32,Clayey,23,0,18
Sugarcane,34.03,59.52,31.77,Red,41,0,0
Tobacco,29.35,59.63,48.74,Clayey,12,8,29
Ground Nuts,36.54,74.27,38.52,Red,13,4,42
Millets,29.01,55.34,29.06,Clayey,16,0,15
Ground Nuts,34.65,60.23,61.23,Red,8,0,13
Ground Nuts,34.12,72.45,52.22,Black,6,10,29
Cotton,23.2,51.15,44.35,Clayey,39,0,3
Maize,30.61,56.22,43.7,Red,11,8,14
Wheat,34.29,62.12,28.36,Loamy,16,1,34
Maize,27.72,52.05,49.01,Clayey,44,0,2
Ground Nuts,27.44,55.79,34.2,Sandy,35,3,4
Tobacco,30.48,54.04,50.81,Sandy,7,7,37
Sugarcane,30.94,58.19,66.53,Red,21,0,21
Barley,36.87,73.12,54.53,Sandy,13,0,35
Millets,35.05,70.45,42.95,Sandy,24,0,17
Millets,35.26,55.7,38.7,Red,19,4,26
Wheat,30.84,54.44,38.5,Red,16,3,27
Paddy,25.41,56.57,63.78,Sandy,10,8,11
Barley,31.29,48.4,35.57,Sandy,13,8,32
Maize,33.77,70.96,30.96,Red,8,0,10
Sugarcane,22.79,44.82,36.75,Clayey,20,0,22
Oil seeds,35.39,55.43,61.72,Red,18,0,38
Barley,32.69,67.2,30.23,Clayey,9,0,38
Maize,29.04,52.28,61.27,Sandy,12,0,32
Wheat,30.97,52.6,49.95,Black,18,0,25
Tobacco,26.51,54.41,25.69,Loamy,6,18,20
Millets,24.14,65.95,36.58,Red,5,5,28
Cotton,29.44,59.33,21.43,Red,12,1,36
Wheat,28.89,50.23,31.86,Red,13,0,11
Wheat,36.76,71.34,50.85,Sandy,9,11,23
Maize,32.93,69.74,37.19,Sandy,23,0,15
Wheat,25.77,51.57,49.07,Clayey,10,8,32
Ground Nuts,38.24,69.68,42.29,Sandy,11,4,26
Barley,31.38,57.81,50.23,Clayey,8,18,10
Wheat,25.77,49.55,51.79,Loamy,26,0,16
Sugarcane,33.65,61.98,34.79,Red,40,2,0
Barley,34.32,60.9,35.02,Loamy,19,0,16
Cotton,33.91,65.24,30.22,Clayey,37,0,0
Millets,25.14,56.51,36.84,Clayey,17,0,34
Sugarcane,24.5,55.97,58.19,Loamy,43,2,0
Paddy,31.41,52.35,70.0,Red,9,0,34
Pulses,27.48,58.97,62.73,Clayey,11,4,14
Tobacco,25.28,57.75,55.42,Red,6,0,40
Pulses,24.39,60.54,37.95,Clayey,37,0,0
Wheat,34.62,67.2,34.63,Red,4,12,28
Ground Nuts,30.58,58.47,28.12,Sandy,39,0,0
Paddy,30.55,67.12,36.98,Sandy,15,0,37
Sugarcane,30.53,61.98,28.75,Black,13,4,38
Pulses,29.82,68.13,44.94,Black,10,1,38
Barley,22.28,49.48,37.92,Red,16,2,15
Millets,30.81,42.46,46.84,Black,40,0,0
Oil seeds,29.86,56.95,35.3,Black,21,0,22
Sugarcane,32.76,74.84,69.17,Red,11,5,29
Maize,35.3,68.25,43.64,Red,21,0,18
Barley,36.47,70.93,66.79,Black,15,0,43
Paddy,31.73,56.97,32.88,Red,16,4,44
Barley,25.9,51.18,36.61,Sandy,5,10,28
Barley,30.5,57.68,54.46,Sandy,15,4,38
Cotton,27.2,71.23,31.58,Sandy,23,0,15
Wheat,26.68,69.77,60.71,Loamy,14,11,18
Sugarcane,27.88,53.3,39.79,Clayey,15,0,32
Sugarcane,36.39,77.53,52.2,Red,40,2,0
Barley,33.67,66.03,37.65,Clayey,2,17,16
Barley,29.68,51.55,20.35,Red,16,0,38
Wheat,31.25,69.46,61.24,Loamy,4,9,34
Barley,33.27,51.22,37.76,Sandy,27,1,19
Oil seeds,30.83,56.78,54.65,Red,27,0,16
Pulses,31.91,73.88,66.05,Red,9,0,34
Paddy,24.02,45.82,22.13,Loamy,8,0,14
Maize,26.56,65.45,48.14,Sandy,16,11,14
Tobacco,36.41,72.14,37.92,Clayey,6,0,37
Tobacco,30.28,45.85,29.12,Black,3,12,17
Sugarcane,29.18,66.16,70.0,Clayey,9,12,33
Tobacco,29.83,58.93,43.95,Red,33,4,1
Maize,37.57,64.34,38.29,Black,27,0,16
Cotton,29.17,43.7,41.77,Loamy,13,7,9
Maize,30.95,54.47,55.47,Red,12,6,32
Maize,33.49,63.22,25.31,Clayey,10,3,36
Pulses,23.56,47.6,35.22,Red,4,12,20
Ground Nuts,28.59,64.2,42.62,Clayey,5,16,9
Paddy,27.62,44.14,40.81,Loamy,16,2,37
Oil seeds,36.74,55.56,22.31,Red,23,3,23
Ground Nuts,35.0,76.24,53.72,Clayey,41,1,0
Wheat,32.31,67.68,43.35,Red,8,13,16
Cotton,25.5,51.34,61.51,Loamy,12,11,27
Oil seeds,34.09,65.92,61.83,Loamy,6,5,27
Barley,36.05,70.84,30.08,Black,22,4,16
Cotton,32.85,53.6,43.22,Loamy,16,0,40
Millets,32.14,52.59,32.09,Clayey,20,0,21
Cotton,31.27,66.2,43.52,Clayey,20,4,17
Millets,34.61,67.18,64.16,Clayey,9,6,29
Cotton,27.7,60.18,26.58,Sandy,34,2,0
Barley,27.65,50.22,42.85,Red,15,3,38
Wheat,29.61,53.81,38.02,Loamy,8,17,20
Ground Nuts,29.03,45.0,32.9,Black,46,0,0
Cotton,21.4,45.95,67.15,Loamy,13,3,9
Pulses,20.36,57.92,61.02,Clayey,37,0,0
Tobacco,37.06,68.81,59.59,Sandy,37,3,1
Maize,27.24,70.93,28.75,Clayey,42,0,0
Tobacco,37.44,67.23,52.54,Loamy,9,20,22
Pulses,21.47,45.29,43.45,Red,10,21,14
Ground Nuts,31.92,63.7,57.16,Loamy,7,12,31
Sugarcane,35.48,60.05,46.78,Black,5,11,13
Paddy,25.04,63.36,32.13,Red,42,1,0
Oil seeds,25.47,56.12,37.4,Sandy,0,14,13
Ground Nuts,32.89,70.11,70.0,Red,17,3,42
Pulses,39.22,70.14,42.1,Sandy,6,6,27
Sugarcane,34.39,54.77,35.05,Clayey,17,0,35
Millets,26.35,68.18,46.83,Sandy,21,0,20
Pulses,27.59,49.54,37.53,Clayey,7,0,17
Pulses,24.8,49.86,36.62,Loamy,18,3,40
Millets,24.66,48.76,43.36,Black,5,6,21
Wheat,33.86,52.1,38.67,Clayey,14,0,5
Barley,34.8,59.89,59.4,Sandy,28,4,22
Barley,37.71,69.38,61.7,Loamy,11,4,9
Maize,38.41,68.47,56.4,Sandy,6,12,23
Maize,22.63,51.01,51.05,Loamy,25,0,21
Tobacco,35.35,62.94,64.74,Black,9,11,25
Oil seeds,27.96,48.06,57.42,Clayey,42,0,2
Cotton,33.46,61.04,40.8,Red,8,3,36
Oil seeds,29.66,40.36,36.17,Loamy,8,23,12
Oil seeds,21.67,49.56,59.18,Sandy,8,17,12
